Ses01F_impro01_F000,EXCUSE ME,EXCUSE,EXCUSE ME OH,EXCUSE ME AND,OH EXCUSE ME,BUT EXCUSE ME,EXCUSE ME SIR,EXCUSE ME BUT,EXCUSE ME NOW,AND EXCUSE ME
Ses04M_impro06_F009,WELL I KNOW IT'S NOT A LOT OF HELP OR ANYTHING BUT AT LEAST YOU GOT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,WELL I KNOW IT'S NOT A LOT OF HELP FOR ANYTHING BUT AT LEAST YOU GOT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,I KNOW IT'S NOT A LOT OF HELP OR ANYTHING BUT AT LEAST YOU GOT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,I KNOW IT'S NOT A LOT OF HELP FOR ANYTHING BUT AT LEAST YOU GOT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,WELL I KNOW IT'S NOT A LOT OF HELP OR ANYTHING BUT AT LEAST YOU OUGHT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,WELL I KNOW IT'S NOT A LOT OF HELP OR ANYTHING BUT AT LEAST YOU GOT TO KNOW WHAT I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,OH I KNOW IT'S NOT A LOT OF HELP OR ANYTHING BUT AT LEAST YOU GOT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,WELL I KNOW IT'S NOT A LOT OF HELP OR ANYTHING BUT AT LEAST YOU GET TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,WELL I KNOW IT'S NOT A LOT OF HELP FOR ANYTHING BUT AT LEAST YOU OUGHT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID,WELL I KNOW IT'S NOT A SORT OF HELP OR ANYTHING BUT AT LEAST YOU GOT TO KNOW HIM I MEAN AT LEAST YOU HAD THE TIME WITH HIM THAT YOU DID
Ses04M_impro06_F010,I MEAN WE CAN BE GRATEFUL FOR THAT,I THINK WE CAN BE GRATEFUL FOR THAT,I MEAN YOU CAN BE GRATEFUL FOR THAT,I MEAN WE COULD BE GRATEFUL FOR THAT,I MEAN WE SHOULD BE GRATEFUL FOR THAT,I KNOW WE CAN BE GRATEFUL FOR THAT,I MEAN I CAN BE GRATEFUL FOR THAT,I MEAN WE SHALL BE GRATEFUL FOR THAT,I MEAN WE CAN BE GRATEFUL FOR IT,I MEAN HE CAN BE GRATEFUL FOR THAT
Ses04M_impro06_F011,YOU FEEL THAT WAY NOW BECAUSE YOU'RE UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOU ARE UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOU UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOU HAVE UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOU WERE UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOUR UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOU'RE UPSET BUT YOU DON'T REALLY THINK IT,YOU FEEL THAT WAY NOW BECAUSE YOU'VE UPSET BUT YOU DON'T REALLY THINK THAT,YOU FEEL THAT WAY NOW BECAUSE YOU ARE UPSET BUT YOU DON'T REALLY THINK IT,YOU FEEL THAT WAY NOW BECAUSE YOU'RE UPSET BUT YOU DON'T REALLY THINK SO
Ses04M_impro06_F012,IT WILL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUYS HAD ALL THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT'LL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUYS HAD ALL THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT'LL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOUR EYES HAD ALL THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT WILL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUYS HAD ALL OF THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT'LL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUY HAD ALL THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT WILL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUY HAD ALL OF THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT'LL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUYS HAD ALL OF THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT'LL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUY HAS HAD ALL THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT WILL GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUY HAS HAD ALL OF THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE,IT WOULD GET BETTER I KNOW IT DOESN'T HELP BUT IT WILL GET BETTER AND YOU WILL REMEMBER ALL THE GOOD THINGS THAT YOU GUYS HAD ALL THE MEMORIES THAT YOU HAVE WITH HIM THAT WERE HAPPY AND YOU'LL BE GRATEFUL FOR THOSE
Ses04M_impro06_F014,I AGREE IF I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU,I AGREED IF I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU,I BELIEVE IF I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU,I AGREED I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU,I AGREE IF I KNEW HOW TO MAKE THAT HAPPEN I WOULD SURELY HELP YOU,I ADMIT IF I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU,I AGREE IF I KNEW HOW TO MAKE THAT I WOULD CERTAINLY HELP YOU,I DECLARE IF I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU,I AGREE IF I KNEW HOW TO MAKE IT HAPPEN I WOULD CERTAINLY HELP YOU,I AGREE I KNEW HOW TO MAKE THAT HAPPEN I WOULD CERTAINLY HELP YOU
Ses04M_impro06_F015,WHEN'S THE SERVICE CAN CAN WE HELP IS THERE ANYTHING I MEAN,WHEN'S THE SERVICE CAN WE HELP IS THERE ANYTHING I MEAN,WHAT'S THE SERVICE CAN CAN WE HELP IS THERE ANYTHING I MEAN,WHEN'S THE SERVICE AND CAN WE HELP IS THERE ANYTHING I MEAN,WHAT'S THE SERVICE CAN WE HELP IS THERE ANYTHING I MEAN,WHEN'S THE SERVICE WHEN CAN WE HELP IS THERE ANYTHING I MEAN,WHERE'S THE SERVICE CAN CAN WE HELP IS THERE ANYTHING I MEAN,WHERE'S THE SERVICE CAN WE HELP IS THERE ANYTHING I MEAN,WHEN'S THE SERVICE COME CAN WE HELP IS THERE ANYTHING I MEAN,WHEN'S THE SERVICE KEN CAN WE HELP IS THERE ANYTHING I MEAN
Ses04M_impro06_F016,SEEMS LIKE THE WORLD SAD THEN IT'S SO GAY FOR YOU TO BE,SEEMS THE WHOLE WORLD SAD THEN IT'S SO GAY FOR YOU TO BE,SEEMS LIKE THE WORLD SAD BUT IT'S SO GAY FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD THEN IT'S SO GOOD FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD THEN IT'S SO LATE FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD BUT IT'S ALL SAFE FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD THEN IT'S SO GAY FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD BUT IT'S SO SAFE FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD BUT IT'S SO GOOD FOR YOU TO BE,SEEMS LIKE THE WHOLE WORLD SAD THAT IT'S SO LATE FOR YOU TO BE
Ses04M_impro06_F017,I KNOW,,NO,I NO,YOU KNOW,OH NO,I DO,I OWN,AND ON,I MEAN
Ses04M_impro06_F018,I DON'T HAVE ANY MAGIC ANSWERS BUT,I DON'T HAVE ANY MAGIC ANSWERS,I DON'T HAVE ANY MAGIC ANSWER,I DON'T HAVE ANY IMMEDIATE ANSWERS BUT,I DON'T HAVE ANY MAGIC ANSWERS YET,I DON'T HAVE ANY MAGIC ANSWERS THEN,I DON'T HAVE ANY MAGIC ANSWERS BUT OH,I DON'T HAVE ANY MAGIC ANSWERS BUT THAT,I DON'T HAVE ANY MAGIC ANSWERS AND,THEY DON'T HAVE ANY MAGIC ANSWERS BUT
Ses04M_impro06_F019,I MEAN IT AS AS CRECHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THEN IT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CRECHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM AND IT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CRECHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THAT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CLICHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THEN IT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CLICHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM AND IT'S NOT A WASTE YOU KNOW,I MEAN IT IS AS CRECHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THEN IT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CLICHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THAT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CRECHE AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THAT IT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CRECHET AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THEN IT'S NOT A WASTE YOU KNOW,I MEAN IT AS AS CROCHET AS IT IS AS LONG AS PEOPLE WHO LOVED HIM REMEMBER HIM THEN IT'S NOT A WASTE YOU KNOW
Ses04M_impro06_M000,MY THANKS,THANKS,I THANKS,AND THANKS,I THINKS,ME THANKS,OH THANKS,BUT THANKS,FOR THANKS,THE THANKS
Ses04M_impro06_M001,I KNOW I JUST IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST ALICE IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST ASK IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST AH IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST ALAS IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST ALICE IT'S JUST QUEER BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST THINK IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST MEAN IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST GUESS IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW,I KNOW I JUST KNOW IT'S JUST WEARY BECAUSE YOU HAVE SOMEBODY WHO'S YOU KNOW
Ses04M_impro06_M002,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW IT'S NOT REALLY SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY IT SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY OF LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY SEVERALLY HAPPENED TO MEET BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY IT'S SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY OF LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY IT SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW IT'S NOT REALLY IT'S SEVERALLY HAPPENED TO ME BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY SEVERALLY HAPPENED TO BE BEFORE,I MADE YOUR PARTY LIFE AND THEN THEY'RE GONE AND I DON'T KNOW THAT'S NOT REALLY IT SEVERALLY HAPPENED TO MEET BEFORE
Ses04M_impro06_M003,YES,YET,YOU,YO,HERE,NOW,YEAH,YAH,YE,NO
Ses04M_impro06_M004,YES,PLACE,FACE,GRACE,LACE,THIS,EGGS,NICE,CASE,PLEASE
Ses04M_impro06_M005,JUST IT IS NOT FAIR,THIS IS NOT FAIR,JUST THIS IS NOT FAIR,IT IS NOT FAIR,JUST SHE IS NOT FAIR,THAT IS IT IS NOT FAIR,IS IT IS NOT FAIR,JUST IT'S NOT FAIR,SHE IS NOT FAIR,JUST THAT IS NOT FAIR
Ses04M_impro06_M006,I MEAN THERE YOU KNOW THEY'RE UPSET WITH ANOTHER,I BEEN THERE YOU KNOW THEY'RE UPSET WITH ANOTHER,I'VE BEEN THERE YOU KNOW THEY'RE UPSET WITH ANOTHER,I MEAN THERE YOU KNOW THEY'RE UPSET WITH NOTHING,I BEEN THERE YOU KNOW THEY'RE UPSET WITH NOTHING,I'VE BEEN THERE YOU KNOW THEY'RE UPSET WITH NOTHING,I'VE BEEN THERE YOU KNOW THEY'RE UPSET WITH SOMETHING,I'M IN THERE YOU KNOW THEY'RE UPSET WITH ANOTHER,I'VE BEEN THERE YOU KNOW THEY'RE UPSET WITH YOU NOTHING,I'VE BEEN THERE YOU KNOW THEY'RE UPSET WI SOMETHING
Ses04M_impro06_M007,SHE'S THE SAME WAY EVERYBODY ELSE HAS,SHE'S THE SAME WAY EVERYBODY ELSE,SHE'S THE SAME WAY EVERYBODY ELSE DOES,SHE'S THE SAME WAY EVERYBODY ELSE SAYS,SHE'S THE SAME WAY EVERYBODY,IN THE SAME WAY EVERYBODY ELSE DOES,SHE'S THE SAME WAY EVERYBODY ELSE IS,SHE'S THE SAME WAY EVERYBODY ELSE WAS,SHE'S THE SAME WAY EVERYBODY ASKS,SHE'S THE SAME WAY EVERYBODY ELSE'S
Ses04M_impro06_M008,I MEAN THERE'S NOTHING REALLY TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S NOTHING TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S NOTHING REAL TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN IT'S NOTHING REALLY TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S NOTHING REALLY TO TALK OF HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S NOTHING ELSE TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S NOTHING REALLY TO LAUGH ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I THINK THERE'S NOTHING REALLY TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S NOTHING REALLY TO TALK ABOUT BUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN,I MEAN THERE'S SOMETHING REALLY TO TALK ABOUT HE'S GONE AND I'LL NEVER SEE HIM AGAIN
Ses04M_impro06_M009,YES,YES VERY,,YEAH,YES HENRY,YES FUNNY,YES I,YES OH,YES YES,YES THANK YOU
Ses04M_impro06_M010,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N YOU FEEL SO I WOULD NOT BE HIS NURSE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N YOU FEEL SO I WOULD NOT BE HIS WIFE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N YOU FEAR SO I WOULD NOT BE HIS NURSE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N YOU FEAR SO I WOULD NOT BE HIS WIFE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N N YOU FEEL SO I WOULD NOT BE HIS NURSE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T H M YOU FEEL SO I WOULD NOT BE HIS NURSE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N N YOU FEEL SO I WOULD NOT BE HIS WIFE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T H M YOU FEEL SO I WOULD NOT BE HIS WIFE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N N YOU FEAR SO I WOULD NOT BE HIS NURSE,YES I DON'T KNOW SOMETIMES I WISH I DIDN'T N N YOU FEAR SO I WOULD NOT BE HIS WIFE
Ses04M_impro06_M011,IT IS JUST A TERRIBLE LIFE I DON'T UNDERSTAND,JUST IT IS A TERRIBLE LIFE I DON'T UNDERSTAND,IT IS A TERRIBLE LIFE I DON'T UNDERSTAND,IT SUGGESTS A TERRIBLE LIFE I DON'T UNDERSTAND,JUST THIS IS A TERRIBLE LIFE I DON'T UNDERSTAND,IT JUST IS A TERRIBLE LIFE I DON'T UNDERSTAND,IT'S JUST A TERRIBLE LIFE I DON'T UNDERSTAND,THIS IS JUST A TERRIBLE LIFE I DON'T UNDERSTAND,IT IS JUST THE TERRIBLE LIFE I DON'T UNDERSTAND,IT IS JUST A TERRIBLE LIFE AS DON'T UNDERSTAND
Ses04M_impro06_M012,I MEAN IT'S JUST NOT FAIRY LIKE I DUNNO MY PEOPLE,I MEAN IT'S JUST NOT FAIR LIKE I DUNNO MY PEOPLE,I MEAN IT'S JUST LIKE I DUNNO MY PEOPLE,I MEAN IT'S NOT FAIRY LIKE I DUNNO MY PEOPLE,I MEAN HE'S JUST NOT FAIRY LIKE I DUNNO MY PEOPLE,I MEAN IT'S JUST NOT VERY LIKE I DUNNO MY PEOPLE,AND IT'S JUST NOT FAIRY LIKE I DUNNO MY PEOPLE,I MEAN IT'S JUST NOT FAIRY LIKE I DUNNO WHY PEOPLE,I MEAN IT'S JUST NOT FAIRY LIKE I DON'T KNOW MY PEOPLE,I MEAN IT'S JUST NOT FAIRY LIKE I DUNNO WHAT PEOPLE
Ses04M_impro06_M013,THERE'S JUST BEEN SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST BEEN SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER BECAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST BE SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER BECAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST TO BE SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST BEEN SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST IS EXPECTED,THERE'S JUST BEEN SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER AND THEN AT LEAST IT'S EXPECTED,THERE'S JUST ME SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST IT'S EXPECTED,THERE'S JUST BEEN SOME SORT OF RULE THAT PEOPLE DON'T DIE UNTIL THEY'RE OLDER CAUSE THEN AT LEAST HE'S EXPECTED
Ses04M_impro06_M014,I DON'T KNOW WHAT TO DO,I DON'T KNOW WHAT YOU DO,I I DON'T KNOW WHAT TO DO,I DIDN'T KNOW WHAT TO DO,DON'T KNOW WHAT TO DO,THEY DON'T KNOW WHAT TO DO,I DONT KNOW WHAT TO DO,I DON'T KNOW WHAT,I DON'T KNOW WHICH TO DO,I DON'T KNOW WHAT TO DO YOU
Ses04M_impro06_M015,THEN YOU CAN GO I DON'T KNOW WHAT ELSE,THEN YOU CAN GO I DON'T KNOW I KNOW WHAT ELSE,AND YOU CAN GO I DON'T KNOW WHAT ELSE,AND YOU CAN GO I DON'T KNOW I KNOW WHAT ELSE,THEN YOU CAN GO I DON'T KNOW NO ONE ELSE,THEN YOU CAN GO I DON'T KNOW I DON'T KNOW WHAT ELSE,THEN YOU CAN GO I DON'T KNOW KNOW WHAT ELSE,THEN YOU CAN GO I DON'T KNOW ANY ONE ELSE,WHEN YOU CAN GO I DON'T KNOW I KNOW WHAT ELSE,AND YOU CAN GO I DON'T KNOW I DON'T KNOW WHAT ELSE
Ses04M_impro06_M016,HOPE IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,I HOPE IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,IF IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,OH IF IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,OH IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,I HOPE IT RAINS SOMEHOW THAT I MAKE ME FEEL MORE COMFORTABLE,HOPE IT RAINS SOMEHOW THAT I'LL MAKE ME FEEL MORE COMFORTABLE,BUT IF IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,AND IF IT RAINS SOMEHOW THAT'LL MAKE ME FEEL MORE COMFORTABLE,I HOPE IT RAINS SOMEHOW THAT I'LL MAKE ME FEEL MORE COMFORTABLE
Ses04M_impro06_M017,YES,YEAH,HERE,YEA,YEAR,YOU,YE,EAH,YES YES,YEAH YEAH
Ses04M_impro06_M018,I WISH THERE WAS SOME WAY TO JUST BRING HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO JUST BRINGING HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO BRING HIM BACK TO LIFE MAGICALLY,JUST WISH THERE WAS SOME WAY TO JUST BRING HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO GET HIM BACK TO LIFE MAGICALLY,JUST WISH THERE WAS SOME WAY TO JUST BRINGING HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO GIVE HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO TAKE HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO GET BRINGING HIM BACK TO LIFE MAGICALLY,I WISH THERE WAS SOME WAY TO JUST TO BRING HIM BACK TO LIFE MAGICALLY
Ses04M_impro06_M019,JUST YOU KNOW SOME THING SOME A GENIE YOU FIND A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE YOU DEFINED A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE TO FIND A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE YOU DEFINED A GENIE,JUST YOU KNOW SOME THING SOME A GENIE YOU DEFINE A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE YOU DIVINE A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE YOU DEFINE A GENIE,JUST YOU KNOW SOME THING SOME A GENIE YOU WILL FIND A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE YOU'D FIND A GENIE BY,JUST YOU KNOW SOME THING SOME A GENIE YOU DEFINED A GENIE BOTTLE
Ses04M_impro06_M020,I KNOW,,NO,NOW,WELL,YOU KNOW,THEN,I DO,I AM,OH NO
Ses04M_impro07_F002,I DIDN'T EVEN,I DON'T EVEN,I COULDN'T EVEN,IT DIDN'T EVEN,I WOULDN'T EVEN,I DIDN'T BELIEVE,I CAN'T EVEN,I DIDN'T EITHER,HE DIDN'T EVEN,I HAVEN'T EVEN
Ses04M_impro07_F003,NO YOU APPLY IT TO YOU I SEE,KNOW YOU APPLYING TO YOU AS HE,NO USE APPLYING TO YOU I SEE,NO YOU REPLIED TO YOU I SEE YOU,KNOW YOU APPLY'D TO YOU AS HE,NO YOU APPLY IT TO YOU I SEE YOU,NO YOU APPLY IT TO YOU I THINK YOU,NO YOU APPLY IT TO YOU I FEAR YOU,KNOW YOU APPLYING TO YOU I SEE YOU,NO YOU APPLY'D TO YOU I SEE
